pred,timestamp
9.266587198487878,23/04/2021 12:22:18
10.192298571337131,23/04/2021 12:36:17
10.192298571337131,23/04/2021 13:03:06
6.477896864160856,23/04/2021 13:19:00
6.969290837928369,23/04/2021 13:57:17
7.250507847627885,23/04/2021 14:06:58
9.805435168904744,23/04/2021 15:04:24
10.718065651372893,23/04/2021 15:34:54
10.146259388622395,23/04/2021 18:48:04
6.605104986222444,23/04/2021 21:57:54
6.20969521763284,23/04/2021 23:26:16
6.379277509611724,24/04/2021 08:39:55
10.15370968280467,24/04/2021 09:14:44
9.723697427051565,24/04/2021 10:53:54
4.645625709832412,24/04/2021 11:05:40
4.0003273573848865,24/04/2021 12:39:06
5.153832545377328,24/04/2021 18:42:19
9.981371234089472,24/04/2021 21:58:47
7.943416141864354,25/04/2021 13:08:36
7.577047481247754,25/04/2021 14:01:44
7.7751797675029515,25/04/2021 19:53:44
9.778736800937446,25/04/2021 21:44:07
11.019899778627803,26/04/2021 12:41:45
9.102617477407549,28/04/2021 14:58:21
9.148561919638297,29/04/2021 11:33:14
8.934426040291395,29/04/2021 11:33:24
5.949959108937238,29/04/2021 11:34:47
5.595703870389708,29/04/2021 11:38:46
7.086252870635305,29/04/2021 11:39:35
9.106117406576667,29/04/2021 12:24:32
6.315994190100606,29/04/2021 12:32:47
11.255759954448273,29/04/2021 12:59:08
6.192343515619379,29/04/2021 13:06:24
8.445169399239887,29/04/2021 14:39:12
7.529346698506113,29/04/2021 15:06:05
10.765226355972862,29/04/2021 21:48:45
8.790951942231395,30/04/2021 09:44:42
4.3830076796158774,30/04/2021 14:26:36
10.154125078229164,30/04/2021 16:34:34
8.39106887069441,30/04/2021 18:42:46
8.370048913878266,03/05/2021 12:16:39
